OBJECTID,Shape_Leng,conduitid,routeid,cableids,startnode,endnode,nbnnestcol,nbnnestrow,nbnsubduct,nbnmat,nbndiamtr,nestcolumn,nestrow,subductnum,material,diameter,fill,nbnlength,actlength,owner,scopestate,mandrelcal,mandrelscp,mandrelmax,blockenda,blockendb,blocksurf,fr02,fr05,fr06,fr07,fr08,fr09,fr10,fr12,fr14,fr15,fr16,notperplan,ohsflag,deadcable,othdamage,stdcomment,fircomment,othcomment,phototaken,loadsource,projectid
3725,19.92089585530,000000015009183746,000000015001777144,-,000000000200047658,000000015009183745,A,A,0,X,20,A,A,0,X,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3726,2.26609670261,000000000200197895,000000000200045155,-,000000000200197896,000000000200197898,A,A,0,X,10,A,A,0,X,10,0,4.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3727,7.32436382575,000000004224734719,000000004204136490,-,000000000200397329,000000004224734668,A,A,0,X,20,A,A,0,X,20,0,7.60000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3728,8.14253248566,000000004224627230,000000004204113651,-,000000000200345769,000000004224627159,A,A,0,X,20,A,A,0,X,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3729,39.57021434920,000000000200341901,000000000200082374,-,000000000200335137,000000001202052819,A,A,0,X,50,A,A,0,X,50,0,31.70000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3730,20.46649936830,000000000200487648,000000000200114502,-,000000000200027867,000000000200027868,A,A,0,X,100,A,A,0,X,100,0,24.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3731,13.04216814060,000000000200348922,000000000200084438,-,000000000200346106,000000000200346101,A,A,0,X,35,A,A,0,X,35,0,11.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3732,6.01295214044,000000001203621333,000000001202308966,-,000000000200550045,000000001203621330,A,A,0,X,100,A,A,0,X,100,0,1.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3733,17.61685184370,000000000201558233,000000000200334618,-,000000000201557828,000000000201558231,A,A,0,X,30,A,A,0,X,30,0,8.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3734,21.59453941650,000000000200349187,000000000200084513,-,000000000200346193,000000000200346199,A,A,0,X,50,A,A,0,X,50,0,22.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3735,97.84990335170,000000001204148480,000000001202402917,-,000000001204148479,000000000200564204,A,A,0,X,100,A,A,0,X,100,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3736,97.84990335170,000000001204148481,000000001202402917,-,000000001204148479,000000000200564204,B,A,0,X,100,B,A,0,X,100,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3737,97.84990335170,000000001204148482,000000001202402917,-,000000001204148479,000000000200564204,C,A,0,X,100,C,A,0,X,100,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3738,97.84990335170,000000001204148483,000000001202402917,-,000000001204148479,000000000200564204,D,A,0,X,100,D,A,0,X,100,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3739,97.84990335170,000000001204148484,000000001202402917,-,000000001204148479,000000000200564204,A,B,0,X,100,A,B,0,X,100,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3740,97.84990335170,000000001204148485,000000001202402917,-,000000001204148479,000000000200564204,B,B,0,X,100,B,B,0,X,100,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3741,97.84990335170,000000001204148486,000000001202402917,-,000000001204148479,000000000200564204,C,B,0,X,100,C,B,0,X,100,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3742,97.84990335170,000000001204148487,000000001202402917,-,000000001204148479,000000000200564204,D,B,0,X,100,D,B,0,X,100,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3743,97.84990335170,000000001204148488,000000001202402917,-,000000001204148479,000000000200564204,A,C,0,X,100,A,C,0,X,100,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3744,97.84990335170,000000001204148489,000000001202402917,-,000000001204148479,000000000200564204,B,C,0,X,100,B,C,0,X,100,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3745,97.84990335170,000000001204148490,000000001202402917,-,000000001204148479,000000000200564204,C,C,0,X,100,C,C,0,X,100,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3746,97.84990335170,000000001204148491,000000001202402917,-,000000001204148479,000000000200564204,D,C,0,X,100,D,C,0,X,100,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3747,97.84990335170,000000001204148492,000000001202402917,-,000000001204148479,000000000200564204,A,D,0,X,100,A,D,0,X,100,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3748,97.84990335170,000000001204148493,000000001202402917,-,000000001204148479,000000000200564204,B,D,0,X,100,B,D,0,X,100,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3749,97.84990335170,000000001204148494,000000001202402917,-,000000001204148479,000000000200564204,C,D,0,X,100,C,D,0,X,100,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3750,97.84990335170,000000001204148495,000000001202402917,-,000000001204148479,000000000200564204,D,D,0,X,100,D,D,0,X,100,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3751,97.84990335170,000000001204148496,000000001202402917,-,000000001204148479,000000000200564204,C,C,1,X,28,C,C,1,X,28,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3752,97.84990335170,000000001204148497,000000001202402917,-,000000001204148479,000000000200564204,C,C,2,X,28,C,C,2,X,28,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3753,97.84990335170,000000001204148498,000000001202402917,-,000000001204148479,000000000200564204,D,D,1,X,28,D,D,1,X,28,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3754,97.84990335170,000000001204148499,000000001202402917,-,000000001204148479,000000000200564204,D,D,2,X,28,D,D,2,X,28,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3755,97.84990335170,000000001204148500,000000001202402917,-,000000001204148479,000000000200564204,D,D,3,X,28,D,D,3,X,28,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3756,97.84990335170,000000001204148501,000000001202402917,-,000000001204148479,000000000200564204,D,A,1,X,28,D,A,1,X,28,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3757,97.84990335170,000000001204238823,000000001202402917,-,000000001204148479,000000000200564204,D,C,1,X,32,D,C,1,X,32,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3758,97.84990335170,000000015023099232,000000001202402917,-,000000001204148479,000000000200564204,D,D,4,X,32,D,D,4,X,32,0,78.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3759,26.71778781560,000000000200040350,000000000200006787,-,000000000200038243,000000001203890213,A,A,0,X,100,A,A,0,X,100,0,16.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3760,18.32499612860,000000000200444804,000000000200105472,-,000000000200443427,000000001204289485,A,A,0,X,35,A,A,0,X,35,0,18.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3761,5.08013537469,000000000200546906,000000000200126797,-,000000000200546892,000000000200520675,A,A,0,X,20,A,A,0,X,20,0,5.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3762,20.07880345630,000000000200445334,000000000200105639,-,000000000200443660,000000000200443598,A,A,0,X,35,A,A,0,X,35,0,8.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3763,27.64307916310,000000000200445327,000000000200105636,-,000000000200443660,000000000200433446,A,A,0,X,50,A,A,0,X,50,0,21.60000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3764,5.20970274675,000000004224722057,000000004204133523,-,000000001202293016,000000004224721989,A,A,0,X,20,A,A,0,X,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3765,12.43431369540,000000000200341890,000000000200082370,-,000000000200335439,000000000200335142,A,A,0,X,50,A,A,0,X,50,0,10.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3766,16.99948439310,000000001202633482,000000001202118634,-,000000001202732795,000000001202633467,A,A,0,X,20,A,A,0,X,20,0,15.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3767,5.12329973293,000000001204927001,000000001202533583,-,000000001204926884,000000001204926885,A,A,0,X,20,A,A,0,X,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3768,9.96127249676,000000001204479574,000000001202453910,-,000000000200498244,000000001204479571,A,A,0,X,50,A,A,0,X,50,0,12.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3769,79.61898511590,000000000200638896,000000000200146323,-,000000000200025945,000000000200025947,A,A,0,X,100,A,A,0,X,100,0,71.40000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3770,79.61898511590,000000000200638897,000000000200146323,-,000000000200025945,000000000200025947,B,A,0,X,100,B,A,0,X,100,0,71.40000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3771,107.63174705900,000000000200639124,000000000200146327,-,000000000200025179,000000000200025946,A,A,0,X,85,A,A,0,X,85,0,90.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3772,107.63174705900,000000000200639125,000000000200146327,-,000000000200025179,000000000200025946,B,A,0,X,85,B,A,0,X,85,0,90.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3773,107.63174705900,000000000200639250,000000000200146327,-,000000000200025179,000000000200025946,C,A,0,X,100,C,A,0,X,100,0,90.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3774,107.63174705900,000000000200639277,000000000200146327,-,000000000200025179,000000000200025946,E,B,0,X,100,E,B,0,X,100,0,90.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3775,107.63174705900,000000000200639278,000000000200146327,3MLN-00-00-TSS-008,000000000200025179,000000000200025946,F,B,0,X,100,F,B,0,X,100,0,90.20000000000,0.00000000000,0,0,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3776,107.63174705900,000000000200639279,000000000200146327,-,000000000200025179,000000000200025946,G,B,0,X,100,G,B,0,X,100,0,90.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3777,17.19924379350,000000000200286308,000000000200070508,-,000000000200020249,000000000200020291,A,A,0,X,20,A,A,0,X,20,0,8.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3778,4.70917552518,000000000200487645,000000000200114501,-,000000000200027715,000000000200027867,A,A,0,X,80,A,A,0,X,80,0,2.10000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3779,49.46703319880,000000000200464406,000000000200109524,-,000000000200019658,000000000200019896,A,A,0,X,80,A,A,0,X,80,0,43.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3780,17.32943879010,000000000200332428,000000000200080529,-,000000000200020742,000000000200020743,A,A,0,X,20,A,A,0,X,20,0,8.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3781,21.50742764990,000000015018101874,000000015004325537,-,000000015018101821,000000015018101847,A,A,0,X,20,A,A,0,X,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3782,70.24077120500,000000000200332964,000000000200080645,-,000000000200020691,000000001200185977,A,A,0,X,35,A,A,0,X,35,0,53.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3783,5.12736826645,000000000200039352,000000000200006331,-,000000000200038572,000000000200038576,A,A,0,X,50,A,A,0,X,50,0,6.10000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3784,41.06102727230,000000000200637539,000000000200130547,-,000000000200564248,000000000200020388,A,A,0,X,85,A,A,0,X,85,0,30.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3785,41.06102727230,000000000200637540,000000000200130547,-,000000000200564248,000000000200020388,B,A,0,X,85,B,A,0,X,85,0,30.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3786,41.06102727230,000000000200637576,000000000200130547,-,000000000200564248,000000000200020388,D,A,0,X,100,D,A,0,X,100,0,30.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3787,41.06102727230,000000000200637582,000000000200130547,3MLN-00-00-TSS-009,000000000200564248,000000000200020388,E,A,0,X,100,E,A,0,X,100,0,30.50000000000,0.00000000000,0,0,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3788,41.06102727230,000000000200637584,000000000200130547,-,000000000200564248,000000000200020388,G,A,0,X,100,G,A,0,X,100,0,30.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3789,22.31347512520,000000000200046269,000000000200008553,-,000000000200043723,000000000200046224,A,A,0,X,20,A,A,0,X,20,0,1.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3790,22.43041624340,000000000200495111,000000000200115962,-,000000000200023301,000000000200023306,A,A,0,X,50,A,A,0,X,50,0,18.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3791,5.60501645935,000000004224429195,000000004204075362,-,000000000200335257,000000004224429127,A,A,0,X,20,A,A,0,X,20,0,6.30000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3792,9.96623931945,000000000200081246,000000000200020752,-,000000000200079616,000000000200080558,A,A,0,X,20,A,A,0,X,20,0,1.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3793,14.60521967150,000000000200197665,000000000200045059,-,000000000200196751,000000000200196754,A,A,0,X,35,A,A,0,X,35,0,13.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3794,45.95898749430,000000015016204009,000000015003832087,-,000000000200196776,000000015016203921,A,A,0,X,50,A,A,0,X,50,0,31.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3795,24.41004316370,000000000201558235,000000000200334619,-,000000000201557821,000000000201558230,A,A,0,X,30,A,A,0,X,30,0,8.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3796,13.92628894410,000000000200680765,000000000200156372,-,000000000200025154,000000000200528996,A,A,0,X,150,A,A,0,X,150,0,3.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3797,6.14871640106,000000000200342447,000000000200082560,-,000000000200335239,000000000200337114,A,A,0,X,20,A,A,0,X,20,0,8.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3798,57.78482139040,000000015005280694,000000015001045073,-,000000001204746792,000000015005280542,A,A,0,X,100,A,A,0,X,100,0,37.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3799,10.55319737120,000000000200054263,000000000200011253,-,000000000200020405,000000000200020410,A,A,0,X,35,A,A,0,X,35,0,1.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3800,7.38824766904,000000000200045856,000000000200008413,-,000000000200043739,000000000200043734,A,A,0,X,35,A,A,0,X,35,0,8.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3801,3.59314129303,000000000200343159,000000000200082799,-,000000000200335193,000000000200335200,A,A,0,X,35,A,A,0,X,35,0,6.40000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3802,11.09319221390,000000000200351180,000000000200084865,-,000000001203894221,000000000200079616,A,A,0,X,30,A,A,0,X,30,0,10.40000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3803,0.73819355881,000000000200048162,000000000200009179,-,000000000200047426,000000000200047974,A,A,0,X,100,A,A,0,X,100,0,1.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3804,17.89515658200,000000000200495083,000000000200115950,-,000000000200023277,000000000200023301,A,A,0,X,100,A,A,0,X,100,0,16.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3805,8.76439226677,000000000200477668,000000000200112612,-,000000000200020285,000000000200477625,A,A,0,X,20,A,A,0,X,20,0,6.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3806,8.52278649871,000000000200083282,000000000200021568,-,000000000200079966,000000000200080327,A,A,0,X,35,A,A,0,X,35,0,8.40000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3807,62.80433789710,000000000200604466,000000000200139860,-,000000000200597323,000000000200597325,A,A,0,X,100,A,A,0,X,100,0,57.60000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3808,62.80433789710,000000000200604467,000000000200139860,3MLN-00-00-TSS-009,000000000200597323,000000000200597325,B,A,0,X,100,B,A,0,X,100,0,57.60000000000,0.00000000000,0,0,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3809,62.80433789710,000000000200604468,000000000200139860,-,000000000200597323,000000000200597325,A,B,0,X,100,A,B,0,X,100,0,57.60000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3810,62.80433789710,000000000200604469,000000000200139860,-,000000000200597323,000000000200597325,B,B,0,X,100,B,B,0,X,100,0,57.60000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3811,20.23173352610,000000001204148540,000000001202402918,-,000000001204148479,000000000200627970,A,A,0,X,150,A,A,0,X,150,0,32.40000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3812,2.83513074757,000000000200365705,000000000200088617,-,000000000200365700,000000000200365707,A,A,0,X,35,A,A,0,X,35,0,6.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3813,5.72639987401,000000004224428627,000000004204075246,-,000000000200335259,000000004224428559,A,A,0,X,20,A,A,0,X,20,0,6.40000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3814,5.63046767083,000000001202633511,000000001202118640,-,000000000200433455,000000001202732795,A,A,0,X,50,A,A,0,X,50,0,15.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
3815,12.07670277090,000000001202638065,000000001202119601,-,000000000200345413,000000001202638057,A,A,0,X,20,A,A,0,X,20,0,15.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,3CBR-3MLN
