OBJECTID,Shape_Leng,conduitid,routeid,cableids,startnode,endnode,nbnnestcol,nbnnestrow,nbnsubduct,nbnmat,nbndiamtr,nestcolumn,nestrow,subductnum,material,diameter,fill,nbnlength,actlength,owner,scopestate,mandrelcal,mandrelscp,mandrelmax,blockenda,blockendb,blocksurf,fr02,fr05,fr06,fr07,fr08,fr09,fr10,fr12,fr14,fr15,fr16,notperplan,ohsflag,deadcable,othdamage,stdcomment,fircomment,othcomment,phototaken,loadsource,projectid
446,130.07277582900,000000015013855980,000000015003241898,6PNJ-00-00-TSS-004,000000015013855292,000000015013855304,A,A,0,BI,100,A,A,0,BI,100,0,98.00000000000,0.00000000000,0,0,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
447,21.81299130800,000000015011548342,000000015002527921,-,000000015011547344,000000015011547345,A,A,0,BI,50,A,A,0,BI,50,0,20.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
448,9.41104380287,000000004213060394,000000004202093903,-,000000000207611992,000000004213060377,A,A,0,BI,20,A,A,0,BI,20,0,9.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
449,59.78409775550,000000015011552597,000000015002529980,-,000000015010234965,6PNJ-01-12-PIT-003,A,A,0,BI,100,A,A,0,BI,100,0,80.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
450,15.29589678880,000000004213171942,000000004202117899,-,000000000207485962,000000004213171900,A,A,0,BI,20,A,A,0,BI,20,0,14.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
451,63.45183912200,000000005000370327,000000005000053457,-,000000005000370320,000000000207485282,A,A,0,BI,80,A,A,0,BI,80,0,54.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
452,15.71848632710,000000004213244940,000000004202131872,-,000000000207613954,000000004213244911,A,A,0,BI,20,A,A,0,BI,20,0,14.70000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
453,16.63193397540,000000004213070985,000000004202096638,-,000000000207612452,000000004213070973,A,A,0,BI,20,A,A,0,BI,20,0,15.40000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
454,21.66824445470,000000005002413343,000000005000418821,-,000000005002413342,000000005002413339,A,A,0,BI,35,A,A,0,BI,35,0,18.60000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
455,6.38508092844,N277985999,N277985996,-,000000005001233103,N277983356,A,A,0,BI,100,A,A,0,BI,100,0,2.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
456,326.56195439400,000000015013196758,000000015003120725,6PNJ-00-00-TSS-005,000000015013196712,000000015013196717,A,A,0,BI,100,A,A,0,BI,100,0,250.00000000000,0.00000000000,0,0,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
457,48.85299978070,000000000207681554,000000000201558692,-,000000000207237295,000000000207680391,A,A,0,BI,80,A,A,0,BI,80,0,41.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
458,26.18101403510,000000015010246311,000000015002026871,-,000000015010236413,000000015010235721,A,A,0,BI,50,A,A,0,BI,50,0,31.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
459,13.91643502200,000000004213235495,000000004202130233,-,000000005000370406,000000004213235470,A,A,0,BI,20,A,A,0,BI,20,0,13.40000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
460,13.59413260110,000000004213245100,000000004202131902,-,000000000207612813,000000004213245068,A,A,0,BI,20,A,A,0,BI,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
461,5.02373561702,000000000207613735,000000000201547321,-,000000000207613573,000000000207613728,A,A,0,BI,35,A,A,0,BI,35,0,6.10000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
462,16.08196495660,000000015014620776,000000015003442348,-,000000015014620759,000000015014620761,A,A,0,BI,32,A,A,0,BI,32,0,8.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
463,15.51979148630,000000015010246103,000000015002029040,-,000000015010235104,000000015010246102,A,A,0,BI,20,A,A,0,BI,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
464,42.95535752190,000000015007460514,000000015001401624,-,000000000207613494,000000000207612855,A,A,0,BI,50,A,A,0,BI,50,0,40.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
465,33.02955077950,000000000207500839,000000000201528956,-,000000000207500825,000000000207500835,A,A,0,BI,35,A,A,0,BI,35,0,30.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
466,13.20029609460,000000004213244233,000000004202131754,-,000000000207613892,000000004213244194,A,A,0,BI,20,A,A,0,BI,20,0,12.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
467,18.84984694210,000000004213060351,000000004202093892,-,000000000207610038,000000004213060337,A,A,0,BI,20,A,A,0,BI,20,0,17.40000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
468,21.66728586290,000000005002413346,000000005000418823,-,000000005002413345,000000005002413342,A,A,0,BI,35,A,A,0,BI,35,0,18.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
469,22.09978137480,000000005000370667,000000005000053509,-,000000005000370639,000000005000370665,A,A,0,BI,35,A,A,0,BI,35,0,26.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
470,49.34207134070,000000000207687053,000000000201559781,-,000000000207687010,000000000207687051,A,A,0,BI,35,A,A,0,BI,35,0,19.60000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
471,305.57562246000,000000000207699342,000000000201561667,-,000000005001032885,000000000207699336,A,A,0,BI,50,A,A,0,BI,50,0,264.40000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
472,58.88430201440,000000000211287135,000000005000011841,-,000000000207148932,000000005000086359,A,A,1,BI,31,A,A,1,BI,31,0,30.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
473,58.88430201440,000000005000086343,000000005000011841,-,000000000207148932,000000005000086359,A,A,0,BI,100,A,A,0,BI,100,0,30.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
474,58.88430201440,000000005000086344,000000005000011841,-,000000000207148932,000000005000086359,B,A,0,BI,100,B,A,0,BI,100,0,30.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
475,58.88430201440,000000005000086345,000000005000011841,-,000000000207148932,000000005000086359,C,A,0,BI,100,C,A,0,BI,100,0,30.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
476,58.88430201440,000000005000086346,000000005000011841,-,000000000207148932,000000005000086359,A,B,0,BI,100,A,B,0,BI,100,0,30.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
477,58.88430201440,000000005000086348,000000005000011841,-,000000000207148932,000000005000086359,C,B,0,BI,100,C,B,0,BI,100,0,30.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
478,9.50573930120,000000004213060141,000000004202093840,-,000000000207612103,000000004213060123,A,A,0,BI,20,A,A,0,BI,20,0,9.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
479,15.43382207760,000000015010246128,000000015002029047,-,000000015010235758,000000015010246127,A,A,0,BI,20,A,A,0,BI,20,0,8.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
480,49.57425895480,000000000207700371,000000000201561858,-,000000000207699336,000000000207700361,A,A,0,BI,50,A,A,0,BI,50,0,40.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
481,9.36509906500,000000015009558310,000000015001865342,-,000000000207607574,000000015009558309,A,A,0,BI,20,A,A,0,BI,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
482,25.91162634560,000000005001387281,000000005000217052,-,000000000207237087,000000005001329614,A,A,0,BI,50,A,A,0,BI,50,0,20.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
483,46.02267888410,000000000207680728,000000000201558471,-,000000000207680707,000000000207680724,A,A,0,BI,50,A,A,0,BI,50,0,40.30000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
484,48.16229874130,000000000207485428,000000000201525868,-,000000000207485395,000000000207485416,A,A,0,BI,50,A,A,0,BI,50,0,43.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
485,24.50529309800,000000000207501911,000000000201529091,-,000000000207485913,000000000207501904,A,A,0,BI,20,A,A,0,BI,20,0,28.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
486,318.02347415900,000000005001234760,000000005000191769,-,000000005001233165,000000005001196984,A,A,0,BI,100,A,A,0,BI,100,0,289.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
487,318.02347415900,000000005001234761,000000005000191769,-,000000005001233165,000000005001196984,B,A,0,BI,100,B,A,0,BI,100,0,289.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
488,318.02347415900,000000005001234762,000000005000191769,6PNJ-00-00-TSS-002,000000005001233165,000000005001196984,B,B,0,BI,100,B,B,0,BI,100,0,289.00000000000,0.00000000000,0,0,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
489,318.02347415900,000000015014032764,000000005000191769,-,000000005001233165,000000005001196984,B,A,1,BI,32,B,A,1,BI,32,0,289.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
490,18.40672215750,000000004213245469,000000004202131969,-,000000000207612790,000000004213245424,A,A,0,BI,20,A,A,0,BI,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
491,14.44094924580,000000004213235980,000000004202130347,-,000000005000370417,000000004213235957,A,A,0,BI,20,A,A,0,BI,20,0,13.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
492,13.40299810060,000000004213232820,000000004202129521,-,000000005000370147,000000004213232796,A,A,0,BI,20,A,A,0,BI,20,0,12.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
493,14.87334962620,000000004213234722,000000004202130040,-,000000000207500788,000000004213234679,A,A,0,BI,20,A,A,0,BI,20,0,14.10000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
494,59.67044553360,000000015014620775,000000015003442347,-,000000015014620757,000000015014620759,A,A,0,BI,32,A,A,0,BI,32,0,7.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
495,52.38452737980,000000000207699460,000000000201561691,-,000000000207687584,000000000207699458,A,A,0,BI,20,A,A,0,BI,20,0,8.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
496,27.23996208180,000000005002413340,000000005000418819,-,000000005002413339,000000000207500874,A,A,0,C,35,A,A,0,C,35,0,24.40000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
497,2.78471118862,000000000207612451,000000000201547068,-,000000015006986824,000000000207612449,A,A,0,C,35,A,A,0,C,35,0,1.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
498,35.91875434860,000000015008042625,000000000201558551,-,000000000207680968,000000000207680980,A,A,0,C,32,A,A,0,C,32,0,39.10000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
499,10.55584294970,000000004213063492,000000004202094663,-,000000000207611737,000000004213063485,A,A,0,C,20,A,A,0,C,20,0,10.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
500,42.72667376820,000000015013842664,000000015003238300,-,000000015013841469,000000015013841468,A,A,0,C,100,A,A,0,C,100,0,38.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
501,47.18279348500,000000000207612048,000000000201546961,-,N248226583,000000000207612042,A,A,0,C,50,A,A,0,C,50,0,66.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
502,19.96896990650,000000015000645986,000000015000124496,6YND-00-00-TSS-001,000000005000086359,000000005000370134,A,A,0,C,100,A,A,0,C,100,0,19.30000000000,0.00000000000,0,0,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
503,28.18842924490,000000000207612245,000000000201547025,-,000000000207612229,000000000207612242,A,A,0,C,20,A,A,0,C,20,0,25.30000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
504,13.15705667260,000000004213245014,000000004202131887,-,000000000207613954,000000004213244986,A,A,0,C,20,A,A,0,C,20,0,12.70000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
505,15.78863532720,000000000207611980,000000000201546936,-,000000000207237155,000000000207611978,A,A,0,C,30,A,A,0,C,30,0,19.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
506,48.35633036790,000000015004766143,000000015000949510,-,000000000207612749,000000000207613954,A,A,0,C,50,A,A,0,C,50,0,36.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
507,42.76154420350,000000015013842657,000000015003238310,-,000000015013196977,000000015013841502,A,A,0,C,100,A,A,0,C,100,0,37.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
508,17.45056417650,000000015016823314,000000015003980393,-,000000005001196984,000000015016823313,A,A,0,C,100,A,A,0,C,100,0,1.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
509,29.53844977050,000000000207239261,000000000201479473,-,000000000207237146,000000000207237151,A,A,0,C,100,A,A,0,C,100,0,27.90000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
510,29.53844977050,000000000207239262,000000000201479473,6PNJ-00-00-TSS-001,000000000207237146,000000000207237151,B,A,0,C,100,B,A,0,C,100,0,27.90000000000,0.00000000000,0,0,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
511,29.62357763180,000000015011548332,000000015002527920,-,000000015011547192,000000015011547344,A,A,0,C,50,A,A,0,C,50,0,25.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
512,20.83694020160,000000005000084198,000000005000011534,-,000000005000084195,000000005000084196,A,A,0,C,150,A,A,0,C,150,0,3.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
513,620.94670846800,000000005001234787,000000005000191770,-,000000005001197093,000000005001233208,A,A,0,C,100,A,A,0,C,100,0,514.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
514,620.94670846800,000000005001234788,000000005000191770,-,000000005001197093,000000005001233208,B,A,0,C,100,B,A,0,C,100,0,514.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
515,620.94670846800,000000005001234790,000000005000191770,6PNJ-00-00-TSS-002,000000005001197093,000000005001233208,B,B,0,C,100,B,B,0,C,100,0,514.00000000000,0.00000000000,0,0,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
516,620.94670846800,000000015015318230,000000005000191770,-,000000005001197093,000000005001233208,B,A,1,C,32,B,A,1,C,32,0,514.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
517,46.13104870900,000000015007536007,000000015001415915,-,000000005000948147,000000000207687010,A,A,0,C,35,A,A,0,C,35,0,41.40000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
518,23.80658429690,000000015010246198,000000015002026682,-,000000015010235216,000000015010235104,A,A,0,C,50,A,A,0,C,50,0,24.20000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
519,40.89382208190,000000015003478063,000000015000698933,-,000000000207681035,000000000207681045,A,A,0,C,50,A,A,0,C,50,0,33.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
520,46.36864660880,000000000207607688,000000000201546252,-,000000000207607670,000000000207607683,A,A,0,C,35,A,A,0,C,35,0,36.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
521,19.20538167800,000000004213060203,000000004202093855,-,000000000207237146,000000004213060193,A,A,0,C,20,A,A,0,C,20,0,18.80000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
522,46.15114493380,000000000207612819,000000000201547136,-,000000000207612806,000000000207612813,A,A,0,C,50,A,A,0,C,50,0,38.30000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
523,27.96952787200,000000004213063816,000000004202094740,-,000000000207237179,000000004213063807,A,A,0,C,20,A,A,0,C,20,0,26.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
524,44.34130253870,000000015010246298,000000015002026820,-,000000000207680724,000000015010236292,A,A,0,C,100,A,A,0,C,100,0,35.70000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
525,15.25966767670,000000015010237011,000000015002027022,-,000000015010235721,000000015010237010,A,A,0,C,20,A,A,0,C,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
526,43.80403949410,000000000207611776,000000000201546917,-,000000000207611751,000000000207611773,A,A,0,C,35,A,A,0,C,35,0,36.70000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
527,45.56187580770,000000000207680434,000000000201558411,-,000000000207680403,000000000207680432,A,A,0,C,80,A,A,0,C,80,0,33.60000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
528,81.14978336870,000000015010247164,000000015002026409,-,000000015010247124,000000015010234965,A,A,0,C,100,A,A,0,C,100,0,70.70000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
529,7.47486747825,000000015014596380,000000015003436180,-,000000015014596171,000000015014596345,A,A,0,C,20,A,A,0,C,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
530,53.31072182440,000000004213061776,000000004202094263,-,000000000207681045,000000004213061768,A,A,0,C,20,A,A,0,C,20,0,10.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
531,28.75607302080,000000000207486130,000000000201525970,-,000000000207485881,000000000207486117,A,A,0,C,80,A,A,0,C,80,0,28.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
532,182.35553469400,000000015013856453,000000015003240636,6PNJ-00-00-TSS-005,000000000207193367,000000015007373397,A,A,0,C,100,A,A,0,C,100,0,181.00000000000,0.00000000000,0,0,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
533,9.12269917619,000000004213063885,000000004202094755,-,000000000207237155,000000004213063868,A,A,0,C,20,A,A,0,C,20,0,10.50000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
534,18.29796899190,000000000207679481,000000000201558171,-,000000000207237266,000000000207679471,A,A,0,C,50,A,A,0,C,50,0,14.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
535,46.76843243720,000000005000370135,000000005000053419,-,000000005000370134,000000005000370140,A,A,0,C,80,A,A,0,C,80,0,39.60000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
536,26.81983094470,000000005000370148,000000005000053421,-,000000005000370147,000000000207149801,A,A,0,C,100,A,A,0,C,100,0,20.00000000000,0.00000000000,0,127,0,0,0,0.00000000000,0.00000000000,127,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,127,,,N,1,6PNG-6YND
