OBJECTID,conduitid,routeid,startnode,endnode,nestcolumn,nestrow,nbnlength,subductnum,actlength,material,diameter,leadin,fill,cableids,owner,scopestate,blockenda,blockendb,blocksurf,mandrelcal,mandrelscp,mandrelmax,fr02,fr05,fr06,fr07,fr08,fr09,fr10,fr12,fr14,fr15,fr16,ohsflag,stdcomment,fircomment,othcomment,loadsource,phototaken,projectid,Shape,GlobalID
56,207239250,201479477,207237179,207237185,A,A,90.2,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010404000000FE65F796319A68414847726915574DC1D49AE6AF319A684190A0F89916574DC1787AA592289A6841708A8E343C574DC142CF664B289A6841885AD3CC3C574DC101000000010000000001000000FFFFFFFF0000000002,F2634723-CD00-4C7A-8081-F8654EEF243C
57,207239251,201479477,207237179,207237185,B,A,90.2,0,0,,100, ,0,6PNJ-00-00-TSS-001,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010404000000FE65F796319A68414847726915574DC1D49AE6AF319A684190A0F89916574DC1787AA592289A6841708A8E343C574DC142CF664B289A6841885AD3CC3C574DC101000000010000000001000000FFFFFFFF0000000002,2E66AC72-3AE6-4FF8-B569-16B93216E8BA
58,207316667,201494946,207315285,N83589888,I,A,35.5,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010404000000D2DEE0D55B9A6841B8A679A799574DC106A3926E5B9A6841A88251C999574DC18E5374F0579A6841F08E53C48C574DC1143FC6AC579A6841A8E8482E8B574DC101000000010000000001000000FFFFFFFF0000000002,BBB8785D-146D-4F28-B20E-FDB0409D1CB0
59,207316668,201494946,207315285,N83589888,J,A,35.5,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010404000000D2DEE0D55B9A6841B8A679A799574DC106A3926E5B9A6841A88251C999574DC18E5374F0579A6841F08E53C48C574DC1143FC6AC579A6841A8E8482E8B574DC101000000010000000001000000FFFFFFFF0000000002,273936C9-D3C6-457C-A772-E7EBFE25BE2B
60,207316669,201494946,207315285,N83589888,I,B,35.5,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010404000000D2DEE0D55B9A6841B8A679A799574DC106A3926E5B9A6841A88251C999574DC18E5374F0579A6841F08E53C48C574DC1143FC6AC579A6841A8E8482E8B574DC101000000010000000001000000FFFFFFFF0000000002,07D3373C-A965-46DB-9EA9-454903238392
61,207316670,201494946,207315285,N83589888,J,B,35.5,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010404000000D2DEE0D55B9A6841B8A679A799574DC106A3926E5B9A6841A88251C999574DC18E5374F0579A6841F08E53C48C574DC1143FC6AC579A6841A8E8482E8B574DC101000000010000000001000000FFFFFFFF0000000002,3744CFBF-5B63-4904-83D5-DB3CC6A2AE7F
62,207316671,201494946,207315285,N83589888,I,C,35.5,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010404000000D2DEE0D55B9A6841B8A679A799574DC106A3926E5B9A6841A88251C999574DC18E5374F0579A6841F08E53C48C574DC1143FC6AC579A6841A8E8482E8B574DC101000000010000000001000000FFFFFFFF0000000002,30C985DE-6AFE-41B3-A58E-62865AC3A470
63,207316672,201494946,207315285,N83589888,J,C,35.5,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010404000000D2DEE0D55B9A6841B8A679A799574DC106A3926E5B9A6841A88251C999574DC18E5374F0579A6841F08E53C48C574DC1143FC6AC579A6841A8E8482E8B574DC101000000010000000001000000FFFFFFFF0000000002,AD42F5A7-1C67-4648-9D06-1119329B9D98
64,207317414,201494946,207315285,N83589888,I,A,35.5,1,0,,31, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010404000000D2DEE0D55B9A6841B8A679A799574DC106A3926E5B9A6841A88251C999574DC18E5374F0579A6841F08E53C48C574DC1143FC6AC579A6841A8E8482E8B574DC101000000010000000001000000FFFFFFFF0000000002,A0BD7285-C11D-46CB-8E86-AD348B2C3557
65,207317422,201494946,207315285,N83589888,I,A,35.5,2,0,,28, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010404000000D2DEE0D55B9A6841B8A679A799574DC106A3926E5B9A6841A88251C999574DC18E5374F0579A6841F08E53C48C574DC1143FC6AC579A6841A8E8482E8B574DC101000000010000000001000000FFFFFFFF0000000002,B82251F2-C73F-422B-857F-9DCF1B377232
66,15010246163,15002029056,15010235849,15010246162,A,A,15,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000742497DFCC996841683BDF3FDA554DC1100BB558CD99684150A60A1EDA554DC160764F60CE996841982A1815DE554DC101000000010000000001000000FFFFFFFF0000000002,A817E04E-B203-4917-AFC1-41B45175B83F
67,15007535975,15001415908,5000704057,5000948147,A,A,28.5,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040400000012A5BD03A999684140AD694684554DC1C03923FCA799684110363C9D83554DC1DEE00B2DA699684178029AF07C554DC1363CBDFEA5996841B094655078554DC101000000010000000001000000FFFFFFFF0000000002,703D8589-0C74-4702-B27D-88BB8CA9E62A
68,4213070883,4202096615,207612455,4213070878,A,A,9.6,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000007C3F352A619A6841A0A223A1C2574DC14AEA043C619A6841703D0AE7C1574DC1464772E3619A684120B07220BF574DC101000000010000000001000000FFFFFFFF0000000002,A6EB0240-C820-4AE1-8D1E-4536F6A152CB
69,15011548279,15002527910,15011547196,15011547162,A,A,28.9,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010405000000E461A158BE996841D812F2C9B3554DC1E461A158BE99684160E5D0E2B7554DC164EE5AA0BF99684128A089E8BC554DC164EE5AA0BF996841801D38F7BD554DC13A92CB63BF996841D8ACFAF4BE554DC101000000010000000001000000FFFFFFFF0000000002,629CE369-0768-4952-8A2A-9ADE80C2F2A6
70,15007373456,15001384237,15007373397,15007373372,A,A,30.1,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104040000002A1895380C97684110E9B797E44C4DC13A014DB40A976841487B83FFE34C4DC164CC5D9B0A976841E0E00B3BD94C4DC112A5BDB50D97684168226CB8D64C4DC101000000010000000001000000FFFFFFFF0000000002,886E0067-438E-4A58-9661-737D08AA6BCB
71,15014596325,15003436163,15014596171,15014596273,A,A,27,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114024D84072F9A6841701B0D4020574DC1388941662C9A6841587DAE162B574DC1,09B5E42F-1F86-431B-9232-B221EB51A59B
72,15014596402,15003436184,15014596284,15014596359,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001143255307A299A684158D3BC6336574DC186EB5148299A68410881951334574DC1,11718016-95FB-4961-93AA-D83489E2C1F8
73,15011549744,15002528649,15011547263,15011549743,A,A,8,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000B615FBCDC5996841A067B3FAC3554DC1B0506BCAC5996841104FAF64C2554DC10A8A1FF1C4996841E81DA738BF554DC101000000010000000001000000FFFFFFFF0000000002,37E3224F-E306-4133-895D-B4C86AFFA1C3
74,207316556,201494687,207315285,207236984,A,A,12,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001140A8A1F1D5C9A684198C4202099574DC17EFB3A085D9A68411061C35B95574DC1,F4B130E0-CA13-474A-A90F-311FB003DE57
75,207316557,201494687,207315285,207236984,B,A,12,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001140A8A1F1D5C9A684198C4202099574DC17EFB3A085D9A68411061C35B95574DC1,891C807E-1491-4CD6-8263-F96E2A72220E
76,207316558,201494687,207315285,207236984,A,B,12,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001140A8A1F1D5C9A684198C4202099574DC17EFB3A085D9A68411061C35B95574DC1,2E2F3B23-5772-4745-99C2-2F16A0FF6F70
77,207316558,201494687,207315285,207236984,B,A,12,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001140A8A1F1D5C9A684198C4202099574DC17EFB3A085D9A68411061C35B95574DC1,7031A8EE-D226-416F-ABA7-91F16A53CDB8
78,207316559,201494687,207315285,207236984,B,B,12,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001140A8A1F1D5C9A684198C4202099574DC17EFB3A085D9A68411061C35B95574DC1,199C3C82-8429-4946-A3B1-8A0EFAA96B8A
79,207316560,201494687,207315285,207236984,A,C,12,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001140A8A1F1D5C9A684198C4202099574DC17EFB3A085D9A68411061C35B95574DC1,A3F802A2-615B-442B-8F61-3640DEB73A33
80,207316561,201494687,207315285,207236984,B,C,12,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001140A8A1F1D5C9A684198C4202099574DC17EFB3A085D9A68411061C35B95574DC1,89DD6EA6-A000-4DC0-965A-8DDA7AD88B2A
81,207316562,201494687,207315285,207236984,A,D,12,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001140A8A1F1D5C9A684198C4202099574DC17EFB3A085D9A68411061C35B95574DC1,B264A6DC-BED9-4CFC-A8D6-8785B815E1DC
82,207316563,201494687,207315285,207236984,B,D,12,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001140A8A1F1D5C9A684198C4202099574DC17EFB3A085D9A68411061C35B95574DC1,E00BF3A3-41A6-424B-A0BB-F99FA27548DB
83,207317457,201494687,207315285,207236984,A,A,12,1,0,,31, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001140A8A1F1D5C9A684198C4202099574DC17EFB3A085D9A68411061C35B95574DC1,852D4D06-C7C5-4803-8F55-54833E2A89AE
84,207317460,201494687,207315285,207236984,A,A,12,2,0,,28, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001140A8A1F1D5C9A684198C4202099574DC17EFB3A085D9A68411061C35B95574DC1,FF971CE0-B3A9-433D-A4D7-43ECF28516B8
85,207371233,201494687,207315285,207236984,B,D,12,1,0,,28, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001140A8A1F1D5C9A684198C4202099574DC17EFB3A085D9A68411061C35B95574DC1,66215673-082E-4E29-A339-F911DC64EE5C
86,15017228704,201494687,207315285,207236984,A,A,12,3,0,,32, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001140A8A1F1D5C9A684198C4202099574DC17EFB3A085D9A68411061C35B95574DC1,D7DD8FF4-157B-470C-AA7F-45F5329803F3
87,5001671093,5000272518,5001671058,5001671090,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000EE7C3F4BCB96684108F9A097014D4DC1AE25E48FCD96684188F4DBF7FC4C4DC1065F98B6CC96684198BB9688DC4C4DC101000000010000000001000000FFFFFFFF0000000002,3234DF49-888A-437B-845F-CB0BCED5F29B
88,4213061396,4202094164,207698793,4213061386,A,A,20.2,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104040000008E06F0A869996841A84E40A3C4544DC1228E756F6899684100000098C9544DC1A679C72B689968417836ABA6CA544DC1105839B667996841408B6C6FCC544DC101000000010000000001000000FFFFFFFF0000000002,32DBC255-3E67-45E1-9741-83560297DE77
89,15010247157,15002029294,15010247128,15010247124,A,A,78.7,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114C03923CCD099684158423EF02A564DC1E4A59BF6C8996841D856EC7F09564DC1,77297EBB-72DD-44E1-871A-0C2387509489
90,5001032870,5000159630,5001032869,5001032885,A,A,82,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000011428A089B490996841280F0BC544554DC11873D79A87996841D0BCE30C25554DC1,A5190CD3-46AF-4F44-86C4-93E62C76BB6D
91,15013601755,15003179713,15013601730,207611992,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001040300000096D4090E449A6841F0F44AD93E574DC11461C317429A68411804561E46574DC1FAA06757419A6841E851B8FE44574DC101000000010000000001000000FFFFFFFF0000000002,7ADC3F5D-DF2C-4C32-AD51-ABF48AF087A9
92,4213175768,4202118519,207486117,4213175725,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010404000000464772C9F795684130992AF09A4C4DC164EE5A76FC9568413870CE80974C4DC1B003E724FD956841805149ED944C4DC1107A3653FD95684178832F44944C4DC101000000010000000001000000FFFFFFFF0000000002,3701966C-A4CC-4F3F-9996-CCBE557B68A0
93,207612731,201547116,207612624,207612726,A,A,8,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114DAACFA482398684198900FFA3B504DC156EC2F5322986841A882515930504DC1,AF482A7E-F4E1-499C-BB1D-287F9FB0B700
94,15011549926,15002528730,15011547160,15011549925,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000BC270F89BB996841D8E76A03B1554DC1BC270F89BB99684168006F99B2554DC1CEF753B3BA996841B0D85FD6B5554DC101000000010000000001000000FFFFFFFF0000000002,E585752C-7155-42A7-B0CB-875F5F0ADB2E
95,207586054,201543205,207193702,207586048,A,A,15,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114423EE88F74966841408B6C377A4D4DC1460378937496684110C7BAE8854D4DC1,C11966A2-864A-4820-8475-E0A1EEAAECF8
96,15014596329,15003436167,15014596284,207237185,A,A,14.8,0,0,,50, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001142406816F299A68418026C22E37574DC1B003E72E289A6841880D4F673C574DC1,5B93B896-802B-4F47-B3AB-DEF215D3D3D8
97,4213063917,4202094763,207237155,4213063910,A,A,33.9,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104060000007EAEB6423B9A68414825757A3B574DC1460378FB3A9A684148EA04043B574DC124068133399A68410893A90234574DC146257568389A68413845472235574DC142CF660F389A68415027A0A935574DC13A234A5D379A684170567D9636574DC101000000010000000001000000FFFFFFFF0000000002,195FB511-D12A-4C7D-A87C-7469E766DDC8
98,4213170863,4202117733,207485416,4213170812,A,A,15,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000F44A59E6E9956841C820B06A924C4DC15A643B6DE995684148477211944C4DC15E29CB70E995684130211F7C994C4DC101000000010000000001000000FFFFFFFF0000000002,607220EF-871E-4B06-99AA-DD777BD4EF09
99,207612797,201547130,5001233103,207612790,A,A,36.3,0,0,,35, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114AED85FC22B986841D85F76DF64504DC1728A8EE42898684170787A9D72504DC1,B9767CB6-0579-4F7A-AF23-4809025224A4
100,4213238237,4202130781,5000370668,4213238205,A,A,13.4,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000825149FDD6956841E851B89E424C4DC148E17AB2D6956841A0F831BE434C4DC1F8E46155D5956841C09F1ACF434C4DC101000000010000000001000000FFFFFFFF0000000002,F23A2F49-E3D8-4916-8F2A-FF69F5CFD953
101,5002566669,5000449234,207607683,5002566655,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000001A51DA2B5D9A6841F8A9F1C285574DC156302A215D9A6841D856ECF784574DC146037845579A684180C0CA816D574DC101000000010000000001000000FFFFFFFF0000000002,D010AF41-7313-40E4-B93F-F9A8EDD3E4DE
102,4213060542,4202093942,207610038,4213060529,A,A,14.3,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010405000000DE718A344A9A6841D0BCE35C76574DC17A36AB024A9A6841C086A78F76574DC19AE61D8D499A6841188C4A7A78574DC168006F49499A68414850FC8879574DC1CE1951D0489A684198438B847B574DC101000000010000000001000000FFFFFFFF0000000002,A6DF2A6B-18DF-4961-8BAD-E886AC12216B
103,15010246109,15002029042,15010235708,15010246108,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000B003E750D399684138F8C26C0A564DC1F0A7C649D399684180D93D7108564DC13889414AD49968414079585804564DC101000000010000000001000000FFFFFFFF0000000002,A9C4A89C-556C-40C4-81E3-A13FDF693854
104,207169548,201464745,207148915,5000086359,A,A,18.5,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001143E79589CCD95684150621008574C4DC15CFE4356C8956841A857CA3A574C4DC1,E9F04C3F-A808-4F83-9EF7-4D729E2C7463
105,207169549,201464745,207148915,5000086359,B,A,18.5,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001143E79589CCD95684150621008574C4DC15CFE4356C8956841A857CA3A574C4DC1,6AE06900-565F-4A9E-A317-BB0BF2A4BDCC
106,4213236319,4202130425,5000370652,4213236294,A,A,13.2,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000104030000002AA913EED4956841C0749368764C4DC18A8EE4C6D4956841B069DEA9774C4DC1D24D621CD595684158F5B9F27C4C4DC101000000010000000001000000FFFFFFFF0000000002,EE66444A-35AE-4534-88FB-23E237D6974F
107,15014620778,15003442351,15014620759,15014620512,A,A,1,0,0,,32, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001148EE4F257C4996841181DC985D9554DC1D478E91AC399684168D5E772E9554DC1,0CC77D9C-C683-4FF9-8A8E-2D267BA2F5A8
108,15010236993,15002027015,15010235216,15010236992,A,A,19,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000BE529699D6996841C8FEB28B22564DC19CA2230FD7996841C8FEB28B22564DC1E8482E13D8996841E8B7AF9326564DC101000000010000000001000000FFFFFFFF0000000002,6E040D92-B7D0-43DE-9121-4FC9F96D9A37
109,207169523,201464744,207148923,207148915,A,A,3,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114D40968BCCD9568414060E5505C4C4DC1D40968BCCD956841F83A707E574C4DC1,24F4B778-CD44-4E40-9304-DD8449D2581F
110,207169524,201464744,207148923,207148915,B,A,3,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114D40968BCCD9568414060E5505C4C4DC1D40968BCCD956841F83A707E574C4DC1,08F4C252-FD12-4197-BEAF-007A756C3850
111,207169444,201464742,207148932,207148923,A,A,3.5,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CC5D4B0ACD956841E09C11755B4C4DC168446983CD956841D0915CB65C4C4DC1,CFCFA186-273A-4127-A2B3-6503D497D081
112,207169445,201464742,207148932,207148923,B,A,3.5,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CC5D4B0ACD956841E09C11755B4C4DC168446983CD956841D0915CB65C4C4DC1,23E9E5D7-A276-42B9-88C3-D58AC61E558E
113,207169446,201464742,207148932,207148923,A,B,3.5,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CC5D4B0ACD956841E09C11755B4C4DC168446983CD956841D0915CB65C4C4DC1,6886417E-484A-4447-A72D-A357DAC72821
114,207169447,201464742,207148932,207148923,B,B,3.5,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114CC5D4B0ACD956841E09C11755B4C4DC168446983CD956841D0915CB65C4C4DC1,CE2E495B-E41C-44CD-B949-63C4314BAD50
115,4213060287,4202093877,207610137,4213060280,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000AA82514F3F9A684198DD934F7C574DC152B81ED33F9A684198438B847B574DC152DA1B7E409A6841E8E2363A7E574DC101000000010000000001000000FFFFFFFF0000000002,77952DB7-8D8E-4FBA-BE95-D5F41F36E801
116,4213244040,4202131726,207613876,4213244004,A,A,12.7,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000CC5D4BB603986841C810C7CAF04F4DC1FAEDEBA003986841F0D24DEAF14F4DC18E06F0BC02986841400AD713F64F4DC101000000010000000001000000FFFFFFFF0000000002,4DEABB25-6C7E-4518-8613-EA54C85EB09A
117,5001671026,5000272507,207193315,5001671024,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114AEB66277F396684178832F04E24C4DC154C1A82AEF966841002B87DEB04C4DC1,AD5AA281-071C-4418-8DF5-175557E886B8
118,207196509,201471412,207193025,207193367,A,A,61,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114C898BBE2F496684138674489C64C4DC19E5E2951F596684170CE88B2E74C4DC1,1C82D834-3D9B-4401-A5FA-5D92B48AA56D
119,4213236044,4202130365,5002420101,4213236021,A,A,13.4,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000D0B35927DD95684140AD69B69D4C4DC1CC7F4879DD956841601058819E4C4DC1E2E995E0DD956841F0F44AB9A34C4DC101000000010000000001000000FFFFFFFF0000000002,CBDA4443-E21D-403E-AA70-91BE8C990B04
120,207196542,201471418,207193315,207193321,A,A,55,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F000001140A6822A2F396684108A3927AE24C4DC108CE196FF896684128068145E34C4DC1,C22D2EDB-1B13-4249-8BA1-3C4CCCF750E8
121,207611741,201546914,207611724,207611737,A,A,25,0,0,,10, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114DE718AEA2D9A6841C0EC9E6C32574DC11A2FDD72309A6841D8C56D0C28574DC1,A3C3BECA-1692-4794-A697-1BD2ED6D2A70
122,4213244687,4202131827,207612841,4213244656,A,A,10,0,0,,20, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F0000010403000000AE69DE531C986841787AA5BC47504DC10AF9A0D31B98684160E5D09A47504DC1984C15EC1A986841907571B34B504DC101000000010000000001000000FFFFFFFF0000000002,EA19CBBD-E18F-4B4F-9BD7-27E994E7371F
123,15019125020,15003606110,5001197093,15015318207,A,A,1,0,0,,100, ,0,-,0,0,0,0,-1,0,0,0,N,N,N,N,N,N,N,N,N,N,N,N,-1,,, ,N,6PNG-6YND,0x110F00000114E2E995683C996841A033A2240C544DC198FF904C3D99684140A4DF7E02544DC1,ABD22D19-6873-4C95-A549-D369C7281B4E
